part_number,description,category,criticality,unit_cost_usd,current_stock,safety_stock,reorder_point,lead_time_days,lead_time_volatility,aog_cost_per_day,supplier_id,last_updated,stock_coverage_days,risk_flag,on_time_delivery_pct,risk_exposure,region,country,country_code,inventory_risk_score,supplier_multiplier,composite_risk_score,risk_level,estimated_outage_days,financial_exposure_usd
PN-LAN-00115,Landing Gear Component - Series B,Landing Gear,Critical,20991,28,28,36,55.0,Medium,204735,SUP-0091,2025-11-28,30.0,Warning,76.3,High,Middle East,Saudi Arabia,SAU,70,1.3,91.0,High,55.0,11260425.0
PN-HYD-00116,Hydraulics Component - Series C,Hydraulics,High,6020,32,22,28,36.0,Medium,95482,SUP-0143,2025-10-27,43.63636363636364,Healthy,60.0,High,Middle East,Turkey,TUR,35,1.3,45.5,Medium,36.0,0.0
PN-CAB-00117,Cabin Systems Component - Series X,Cabin Systems,Medium,3066,43,24,31,53.0,Medium,102101,SUP-0126,2026-01-05,53.75,Healthy,75.7,Medium,Europe,Germany,DEU,25,1.1,27.500000000000004,Low,53.0,0.0
PN-STR-00118,Structural Component - Series X,Structural,Medium,15473,30,24,31,14.0,Low,173937,SUP-0115,2025-10-28,37.5,Warning,86.1,Medium,Asia-Pacific,China,CHN,40,1.1,44.0,Medium,14.0,0.0
PN-ENG-00119,Engine Component - Series B,Engine,Critical,36246,41,27,35,61.0,High,296093,SUP-0079,2026-01-18,45.55555555555556,Healthy,60.0,High,Middle East,Israel,ISR,60,1.3,78.0,High,61.0,18061673.0
PN-CAB-00120,Cabin Systems Component - Series C,Cabin Systems,Medium,3013,36,26,33,65.0,High,107554,SUP-0109,2026-01-04,41.53846153846154,Healthy,95.1,Medium,Asia-Pacific,Vietnam,VNM,40,1.1,44.0,Medium,65.0,0.0
PN-HYD-00121,Hydraulics Component - Series C,Hydraulics,High,5436,21,21,27,14.0,Low,126475,SUP-0065,2025-11-24,30.000000000000004,Warning,71.2,High,Middle East,UAE,ARE,50,1.3,65.0,High,14.0,1770650.0
PN-ENG-00122,Engine Component - Series B,Engine,Critical,65853,50,37,48,61.0,High,137925,SUP-0050,2025-11-22,40.54054054054054,Healthy,63.1,Medium,Europe,Italy,ITA,60,1.1,66.0,High,61.0,8413425.0
PN-ELE-00123,Electrical Component - Series C,Electrical,High,5571,18,14,18,42.0,Medium,195591,SUP-0026,2025-11-19,38.57142857142857,Healthy,81.5,Medium,Asia-Pacific,China,CHN,35,1.1,38.5,Medium,42.0,0.0
PN-HYD-00124,Hydraulics Component - Series A,Hydraulics,High,8577,59,32,41,73.0,High,130209,SUP-0137,2025-11-11,55.3125,Healthy,81.3,Medium,North America,USA,USA,50,1.1,55.00000000000001,Medium,73.0,0.0
PN-HYD-00125,Hydraulics Component - Series C,Hydraulics,High,6684,40,26,33,,Unknown,232267,SUP-0033,2026-01-15,46.15384615384615,Healthy,60.4,High,Asia-Pacific,Japan,JPN,40,1.3,52.0,Medium,30.0,0.0
PN-STR-00126,Structural Component - Series A,Structural,Medium,11853,27,28,36,87.0,High,125151,SUP-0147,2025-12-01,28.928571428571427,Warning,61.2,Medium,Europe,France,FRA,65,1.1,71.5,High,87.0,10888137.0
PN-LAN-00127,Landing Gear Component - Series A,Landing Gear,Critical,31698,46,34,44,28.0,Low,356490,SUP-0065,2025-12-26,40.588235294117645,Healthy,71.2,High,Middle East,UAE,ARE,35,1.3,45.5,Medium,28.0,0.0
PN-ENG-00128,Engine Component - Series A,Engine,Critical,51186,36,30,39,24.0,Low,318387,SUP-0148,2026-01-14,36.0,Warning,95.7,Low,Europe,Italy,ITA,60,1.0,60.0,Medium,24.0,0.0
PN-ELE-00129,Electrical Component - Series C,Electrical,High,3825,38,24,31,82.0,High,91649,SUP-0022,2025-11-26,47.5,Healthy,64.1,Medium,North America,Canada,CAN,50,1.1,55.00000000000001,Medium,82.0,0.0
PN-ENG-00130,Engine Component - Series B,Engine,Critical,52931,67,39,50,77.0,High,323574,SUP-0134,2025-12-13,51.53846153846154,Healthy,77.2,Medium,Europe,UK,GBR,60,1.1,66.0,High,77.0,24915198.0
PN-LAN-00131,Landing Gear Component - Series X,Landing Gear,Critical,29760,41,28,36,60.0,Medium,153629,SUP-0079,2026-01-06,43.92857142857143,Healthy,60.0,High,Middle East,Israel,ISR,45,1.3,58.5,Medium,60.0,0.0
PN-CAB-00132,Cabin Systems Component - Series A,Cabin Systems,Medium,3525,35,25,32,42.0,Medium,80740,SUP-0054,2026-01-14,42.0,Healthy,83.3,Medium,North America,Mexico,MEX,25,1.1,27.500000000000004,Low,42.0,0.0
PN-AVI-00133,Avionics Component - Series B,Avionics,High,14805,48,25,32,75.0,High,163108,SUP-0045,2026-01-04,57.599999999999994,Healthy,74.6,High,Middle East,Israel,ISR,50,1.3,65.0,High,75.0,12233100.0
PN-ENG-00134,Engine Component - Series X,Engine,Critical,60836,34,30,39,79.0,High,158984,SUP-0075,2025-10-30,34.0,Warning,86.4,Medium,Asia-Pacific,China,CHN,85,1.1,93.50000000000001,High,79.0,12559736.0
PN-AVI-00135,Avionics Component - Series X,Avionics,High,14516,24,14,18,48.0,Medium,126737,SUP-0019,2026-01-21,51.42857142857143,Healthy,74.8,High,Middle East,Turkey,TUR,35,1.3,45.5,Medium,48.0,0.0
PN-AVI-00136,Avionics Component - Series B,Avionics,High,13331,4,14,18,18.0,Low,129671,SUP-0109,2025-11-09,8.571428571428571,Critical,95.1,Medium,Asia-Pacific,Vietnam,VNM,60,1.1,66.0,High,18.0,2334078.0
PN-CAB-00137,Cabin Systems Component - Series C,Cabin Systems,Medium,2008,17,33,42,53.0,Medium,140235,SUP-0037,2025-11-04,15.454545454545451,Critical,69.1,High,Middle East,Israel,ISR,60,1.3,78.0,High,53.0,7432455.0
PN-ENG-00138,Engine Component - Series C,Engine,Critical,63967,64,36,46,86.0,High,191175,SUP-0113,2025-11-10,53.333333333333336,Healthy,67.7,Medium,North America,USA,USA,60,1.1,66.0,High,86.0,16441050.0
PN-LAN-00139,Landing Gear Component - Series C,Landing Gear,Critical,15883,23,30,39,53.0,Medium,267359,SUP-0129,2026-01-03,23.0,Warning,79.0,Medium,North America,USA,USA,70,1.1,77.0,High,53.0,14170027.0
PN-LAN-00140,Landing Gear Component - Series X,Landing Gear,Critical,17305,53,30,39,54.0,Medium,229896,SUP-0083,2026-01-11,53.0,Healthy,80.0,High,Asia-Pacific,China,CHN,45,1.3,58.5,Medium,54.0,0.0
PN-HYD-00141,Hydraulics Component - Series A,Hydraulics,High,8143,43,28,36,,Unknown,186681,SUP-0069,2026-01-07,46.07142857142857,Healthy,99.0,Medium,Asia-Pacific,China,CHN,40,1.1,44.0,Medium,30.0,0.0
PN-ENG-00142,Engine Component - Series X,Engine,Critical,57851,52,33,42,9.0,Low,211471,SUP-0072,2025-11-18,47.272727272727266,Healthy,69.2,High,Asia-Pacific,Singapore,SGP,35,1.3,45.5,Medium,9.0,0.0
PN-CAB-00143,Cabin Systems Component - Series A,Cabin Systems,Medium,3570,44,27,35,31.0,Medium,100815,SUP-0121,2025-12-09,48.888888888888886,Healthy,81.0,Medium,North America,Canada,CAN,25,1.1,27.500000000000004,Low,31.0,0.0
PN-LAN-00144,Landing Gear Component - Series B,Landing Gear,Critical,15425,43,28,36,40.0,Medium,331807,SUP-0085,2025-12-17,46.07142857142857,Healthy,80.4,Medium,Asia-Pacific,Taiwan,TWN,45,1.1,49.50000000000001,Medium,40.0,0.0
PN-ELE-00145,Electrical Component - Series X,Electrical,High,6068,47,24,31,35.0,Medium,150289,SUP-0141,2025-10-30,58.75,Healthy,98.8,Low,Europe,UK,GBR,35,1.0,35.0,Medium,35.0,0.0
PN-LAN-00146,Landing Gear Component - Series A,Landing Gear,Critical,16833,35,30,39,16.0,Low,210683,SUP-0104,2025-12-30,35.0,Warning,72.4,Medium,Europe,France,FRA,60,1.1,66.0,High,16.0,3370928.0
PN-STR-00147,Structural Component - Series X,Structural,Medium,15387,37,24,31,36.0,Medium,147999,SUP-0106,2025-11-01,46.25,Healthy,83.2,Medium,North America,Mexico,MEX,25,1.1,27.500000000000004,Low,36.0,0.0
PN-AVI-00148,Avionics Component - Series X,Avionics,High,13611,20,25,32,21.0,Low,239933,SUP-0114,2025-11-01,24.0,Warning,82.3,High,Middle East,Saudi Arabia,SAU,50,1.3,65.0,High,21.0,5038593.0
PN-AVI-00149,Avionics Component - Series C,Avionics,High,16209,53,28,36,52.0,Medium,281948,SUP-0113,2026-01-23,56.785714285714285,Healthy,67.7,Medium,North America,USA,USA,35,1.1,38.5,Medium,52.0,0.0
PN-LAN-00150,Landing Gear Component - Series B,Landing Gear,Critical,15938,14,16,20,80.0,High,221420,SUP-0041,2025-12-04,26.25,Warning,79.9,Medium,North America,Canada,CAN,85,1.1,93.50000000000001,High,80.0,17713600.0
PN-CAB-00151,Cabin Systems Component - Series B,Cabin Systems,Medium,3060,43,26,33,,Unknown,77421,SUP-0030,2025-12-24,49.61538461538461,Healthy,94.4,Medium,Asia-Pacific,Thailand,THA,30,1.1,33.0,Medium,30.0,0.0
PN-ENG-00152,Engine Component - Series C,Engine,Critical,38952,22,30,39,19.0,Low,255819,SUP-0131,2026-01-24,22.0,Warning,74.0,High,Asia-Pacific,Singapore,SGP,60,1.3,78.0,High,19.0,4860561.0
PN-HYD-00153,Hydraulics Component - Series X,Hydraulics,High,6546,47,25,32,73.0,High,161501,SUP-0063,2025-12-23,56.4,Healthy,79.1,Medium,North America,USA,USA,50,1.1,55.00000000000001,Medium,73.0,0.0
PN-CAB-00154,Cabin Systems Component - Series B,Cabin Systems,Medium,2423,46,33,42,44.0,Medium,119107,SUP-0018,2025-11-30,41.81818181818181,Healthy,90.5,Medium,Asia-Pacific,China,CHN,25,1.1,27.500000000000004,Low,44.0,0.0
PN-STR-00155,Structural Component - Series C,Structural,Medium,16718,41,24,31,75.0,High,74420,SUP-0001,2025-12-01,51.25,Healthy,80.9,High,Middle East,Saudi Arabia,SAU,40,1.3,52.0,Medium,75.0,0.0
PN-ELE-00156,Electrical Component - Series X,Electrical,High,5712,31,31,40,46.0,Medium,174859,SUP-0039,2025-12-22,29.999999999999996,Warning,60.0,High,Asia-Pacific,Japan,JPN,60,1.3,78.0,High,46.0,8043514.0
PN-CAB-00157,Cabin Systems Component - Series X,Cabin Systems,Medium,3881,34,20,26,65.0,High,117752,SUP-0117,2025-12-06,51.0,Healthy,83.4,Medium,North America,USA,USA,40,1.1,44.0,Medium,65.0,0.0
PN-STR-00158,Structural Component - Series X,Structural,Medium,9016,50,30,39,44.0,Medium,166684,SUP-0060,2025-12-17,50.0,Healthy,81.2,Medium,Asia-Pacific,Vietnam,VNM,25,1.1,27.500000000000004,Low,44.0,0.0
PN-ENG-00159,Engine Component - Series X,Engine,Critical,43404,36,46,59,38.0,Medium,302289,SUP-0099,2026-01-18,23.478260869565215,Warning,86.4,Medium,North America,USA,USA,70,1.1,77.0,High,38.0,11486982.0
PN-STR-00160,Structural Component - Series X,Structural,Medium,9054,18,18,23,45.0,Medium,76961,SUP-0010,2025-11-11,30.0,Warning,79.1,Medium,North America,USA,USA,50,1.1,55.00000000000001,Medium,45.0,0.0
PN-CAB-00161,Cabin Systems Component - Series A,Cabin Systems,Medium,3095,31,21,27,70.0,High,124186,SUP-0113,2025-11-07,44.28571428571429,Healthy,67.7,Medium,North America,USA,USA,40,1.1,44.0,Medium,70.0,0.0
PN-CAB-00162,Cabin Systems Component - Series B,Cabin Systems,Medium,2217,-1,21,27,74.0,High,123376,SUP-0105,2026-01-17,-1.4285714285714286,Critical,64.4,Medium,North America,USA,USA,80,1.1,88.0,High,74.0,9129824.0
PN-AVI-00163,Avionics Component - Series C,Avionics,High,9695,63,36,46,71.0,High,126505,SUP-0087,2026-01-13,52.5,Healthy,60.0,High,Middle East,UAE,ARE,50,1.3,65.0,High,71.0,8981855.0
PN-ELE-00164,Electrical Component - Series C,Electrical,High,3098,43,26,33,82.0,High,93318,SUP-0137,2025-12-13,49.61538461538461,Healthy,81.3,Medium,North America,USA,USA,50,1.1,55.00000000000001,Medium,82.0,0.0
PN-HYD-00165,Hydraulics Component - Series X,Hydraulics,High,5817,36,21,27,32.0,Medium,160280,SUP-0139,2025-10-30,51.42857142857143,Healthy,70.1,High,Middle East,Israel,ISR,35,1.3,45.5,Medium,32.0,0.0
PN-CAB-00166,Cabin Systems Component - Series C,Cabin Systems,Medium,3464,34,34,44,35.0,Medium,73869,SUP-0059,2025-11-06,30.0,Warning,97.0,Medium,Asia-Pacific,China,CHN,50,1.1,55.00000000000001,Medium,35.0,0.0
PN-LAN-00167,Landing Gear Component - Series A,Landing Gear,Critical,34264,25,18,23,87.0,High,142043,SUP-0114,2025-11-16,41.66666666666667,Healthy,82.3,High,Middle East,Saudi Arabia,SAU,60,1.3,78.0,High,87.0,12357741.0
PN-ELE-00168,Electrical Component - Series C,Electrical,High,3919,-1,28,36,44.0,Medium,121965,SUP-0015,2025-12-02,-1.0714285714285714,Critical,71.9,High,Middle East,Qatar,QAT,75,1.3,97.5,High,44.0,5366460.0
PN-HYD-00169,Hydraulics Component - Series X,Hydraulics,High,6103,41,21,27,52.0,Medium,103674,SUP-0145,2026-01-21,58.57142857142858,Healthy,82.8,Medium,North America,Mexico,MEX,35,1.1,38.5,Medium,52.0,0.0
PN-STR-00170,Structural Component - Series X,Structural,Medium,10024,21,18,23,70.0,High,170081,SUP-0062,2025-12-28,35.0,Warning,67.4,High,Middle East,Israel,ISR,65,1.3,84.5,High,70.0,11905670.0
PN-CAB-00171,Cabin Systems Component - Series C,Cabin Systems,Medium,2100,46,39,50,77.0,High,115700,SUP-0118,2025-11-27,35.38461538461539,Warning,72.6,Medium,Europe,France,FRA,65,1.1,71.5,High,77.0,8908900.0
PN-ELE-00172,Electrical Component - Series C,Electrical,High,5327,27,22,28,,Unknown,130349,SUP-0140,2025-11-15,36.81818181818182,Warning,73.4,Medium,North America,Canada,CAN,65,1.1,71.5,High,30.0,3910470.0
PN-ENG-00173,Engine Component - Series C,Engine,Critical,57218,43,36,46,24.0,Low,223997,SUP-0109,2026-01-22,35.833333333333336,Warning,95.1,Medium,Asia-Pacific,Vietnam,VNM,60,1.1,66.0,High,24.0,5375928.0
PN-HYD-00174,Hydraulics Component - Series X,Hydraulics,High,7875,19,26,33,17.0,Low,105739,SUP-0124,2025-11-08,21.923076923076923,Warning,84.2,Low,Europe,Italy,ITA,50,1.0,50.0,Medium,17.0,0.0
PN-AVI-00175,Avionics Component - Series C,Avionics,High,18309,28,16,20,80.0,High,288982,SUP-0076,2025-10-28,52.5,Healthy,71.8,High,Asia-Pacific,Singapore,SGP,50,1.3,65.0,High,80.0,23118560.0
PN-STR-00176,Structural Component - Series A,Structural,Medium,7954,11,14,18,83.0,High,112153,SUP-0128,2025-12-01,23.57142857142857,Warning,61.2,Medium,Europe,Germany,DEU,65,1.1,71.5,High,83.0,9308699.0
PN-STR-00177,Structural Component - Series C,Structural,Medium,8203,29,16,20,50.0,Medium,139098,SUP-0057,2026-01-15,54.375,Healthy,92.5,Low,North America,Mexico,MEX,25,1.0,25.0,Low,50.0,0.0
PN-AVI-00178,Avionics Component - Series B,Avionics,High,12586,22,27,35,38.0,Medium,287850,SUP-0025,2026-01-14,24.444444444444443,Warning,93.1,High,Middle East,Saudi Arabia,SAU,60,1.3,78.0,High,38.0,10938300.0
PN-ELE-00179,Electrical Component - Series A,Electrical,High,4937,60,36,46,,Unknown,189123,SUP-0149,2025-12-11,50.0,Healthy,69.2,Medium,Europe,UK,GBR,40,1.1,44.0,Medium,30.0,0.0
PN-ELE-00180,Electrical Component - Series C,Electrical,High,3655,39,25,32,47.0,Medium,155791,SUP-0107,2025-11-17,46.8,Healthy,73.1,High,Asia-Pacific,Singapore,SGP,35,1.3,45.5,Medium,47.0,0.0
PN-AVI-00181,Avionics Component - Series C,Avionics,High,20710,42,27,35,25.0,Low,175667,SUP-0136,2025-12-29,46.666666666666664,Healthy,81.3,Low,Europe,Italy,ITA,25,1.0,25.0,Low,25.0,0.0
PN-HYD-00182,Hydraulics Component - Series X,Hydraulics,High,4933,28,18,23,88.0,High,187989,SUP-0076,2025-12-08,46.66666666666667,Healthy,71.8,High,Asia-Pacific,Singapore,SGP,50,1.3,65.0,High,88.0,16543032.0
PN-STR-00183,Structural Component - Series B,Structural,Medium,9317,26,21,27,41.0,Medium,114569,SUP-0058,2026-01-20,37.142857142857146,Warning,80.6,Low,Europe,Germany,DEU,50,1.0,50.0,Medium,41.0,0.0
PN-ELE-00184,Electrical Component - Series C,Electrical,High,5970,37,19,24,64.0,High,153824,SUP-0024,2025-12-15,58.42105263157895,Healthy,94.7,Medium,Asia-Pacific,China,CHN,50,1.1,55.00000000000001,Medium,64.0,0.0
PN-ENG-00185,Engine Component - Series C,Engine,Critical,50559,8,27,35,55.0,Medium,267313,SUP-0068,2026-01-08,8.88888888888889,Critical,60.0,Medium,Europe,Netherlands,NLD,80,1.1,88.0,High,55.0,14702215.0
PN-LAN-00186,Landing Gear Component - Series A,Landing Gear,Critical,33247,53,31,40,64.0,High,182398,SUP-0060,2025-12-25,51.29032258064515,Healthy,81.2,Medium,Asia-Pacific,Vietnam,VNM,60,1.1,66.0,High,64.0,11673472.0
PN-ENG-00187,Engine Component - Series C,Engine,Critical,46212,43,33,42,14.0,Low,270417,SUP-0057,2026-01-16,39.090909090909086,Healthy,92.5,Low,North America,Mexico,MEX,35,1.0,35.0,Medium,14.0,0.0
PN-ENG-00188,Engine Component - Series C,Engine,Critical,49691,50,33,42,44.0,Medium,190626,SUP-0105,2025-11-09,45.45454545454545,Healthy,64.4,Medium,North America,USA,USA,45,1.1,49.50000000000001,Medium,44.0,0.0
PN-AVI-00189,Avionics Component - Series X,Avionics,High,16115,46,31,40,,Unknown,143160,SUP-0030,2025-11-07,44.51612903225806,Healthy,94.4,Medium,Asia-Pacific,Thailand,THA,40,1.1,44.0,Medium,30.0,0.0
PN-AVI-00190,Avionics Component - Series X,Avionics,High,13759,36,20,26,62.0,High,156942,SUP-0095,2026-01-19,54.0,Healthy,94.8,Medium,Asia-Pacific,China,CHN,50,1.1,55.00000000000001,Medium,62.0,0.0
PN-ELE-00191,Electrical Component - Series B,Electrical,High,4797,38,22,28,7.0,Low,178182,SUP-0107,2026-01-17,51.81818181818182,Healthy,73.1,High,Asia-Pacific,Singapore,SGP,25,1.3,32.5,Medium,7.0,0.0
PN-ENG-00192,Engine Component - Series C,Engine,Critical,44269,67,45,58,43.0,Medium,255040,SUP-0009,2026-01-22,44.666666666666664,Healthy,87.9,Low,Europe,France,FRA,45,1.0,45.0,Medium,43.0,0.0
PN-HYD-00193,Hydraulics Component - Series B,Hydraulics,High,6117,52,28,36,12.0,Low,106787,SUP-0093,2025-11-07,55.714285714285715,Healthy,83.4,High,Middle East,Qatar,QAT,25,1.3,32.5,Medium,12.0,0.0
PN-ELE-00194,Electrical Component - Series C,Electrical,High,5560,38,20,26,35.0,Medium,123705,SUP-0016,2025-12-15,57.0,Healthy,78.0,Medium,North America,USA,USA,35,1.1,38.5,Medium,35.0,0.0
PN-HYD-00195,Hydraulics Component - Series X,Hydraulics,High,5749,30,18,23,18.0,Low,237994,SUP-0024,2026-01-18,50.0,Healthy,94.7,Medium,Asia-Pacific,China,CHN,25,1.1,27.500000000000004,Low,18.0,0.0
PN-AVI-00196,Avionics Component - Series A,Avionics,High,15961,23,38,49,63.0,High,160167,SUP-0013,2025-12-07,18.157894736842103,Critical,84.9,High,Middle East,Saudi Arabia,SAU,85,1.3,100.0,High,63.0,10090521.0
PN-AVI-00197,Avionics Component - Series B,Avionics,High,10722,31,24,31,51.0,Medium,288716,SUP-0018,2026-01-04,38.75,Healthy,90.5,Medium,Asia-Pacific,China,CHN,35,1.1,38.5,Medium,51.0,0.0
PN-AVI-00198,Avionics Component - Series B,Avionics,High,14325,48,27,35,35.0,Medium,275276,SUP-0085,2025-11-13,53.33333333333333,Healthy,80.4,Medium,Asia-Pacific,Taiwan,TWN,35,1.1,38.5,Medium,35.0,0.0
PN-STR-00199,Structural Component - Series B,Structural,Medium,7368,-1,18,23,80.0,High,94966,SUP-0034,2026-01-03,-1.6666666666666667,Critical,72.9,Medium,North America,Canada,CAN,80,1.1,88.0,High,80.0,7597280.0
PN-HYD-00200,Hydraulics Component - Series A,Hydraulics,High,6180,54,28,36,7.0,Low,188832,SUP-0034,2025-10-27,57.857142857142854,Healthy,72.9,Medium,North America,Canada,CAN,25,1.1,27.500000000000004,Low,7.0,0.0
PN-HYD-00201,Hydraulics Component - Series C,Hydraulics,High,5108,36,21,27,70.0,High,236576,SUP-0005,2025-11-17,51.42857142857143,Healthy,86.8,High,Middle East,UAE,ARE,50,1.3,65.0,High,70.0,16560320.0
PN-HYD-00202,Hydraulics Component - Series A,Hydraulics,High,10422,36,22,28,81.0,High,150621,SUP-0017,2025-12-25,49.09090909090909,Healthy,72.2,Medium,North America,Canada,CAN,50,1.1,55.00000000000001,Medium,81.0,0.0
PN-LAN-00203,Landing Gear Component - Series A,Landing Gear,Critical,23711,29,27,35,29.0,Low,319012,SUP-0116,2025-12-29,32.22222222222222,Warning,81.5,High,Middle East,UAE,ARE,60,1.3,78.0,High,29.0,9251348.0
PN-AVI-00204,Avionics Component - Series C,Avionics,High,16317,23,16,20,82.0,High,218144,SUP-0118,2026-01-16,43.125,Healthy,72.6,Medium,Europe,France,FRA,50,1.1,55.00000000000001,Medium,82.0,0.0
PN-ENG-00205,Engine Component - Series X,Engine,Critical,39090,44,27,35,41.0,Medium,151469,SUP-0110,2026-01-21,48.888888888888886,Healthy,83.4,High,Middle East,Qatar,QAT,45,1.3,58.5,Medium,41.0,0.0
PN-ENG-00206,Engine Component - Series A,Engine,Critical,51694,48,31,40,9.0,Low,349082,SUP-0021,2025-12-06,46.4516129032258,Healthy,88.8,High,Middle East,Saudi Arabia,SAU,35,1.3,45.5,Medium,9.0,0.0
PN-CAB-00207,Cabin Systems Component - Series C,Cabin Systems,Medium,3080,48,30,39,85.0,High,108711,SUP-0098,2026-01-10,48.0,Healthy,70.8,Medium,Europe,Italy,ITA,40,1.1,44.0,Medium,85.0,0.0
PN-CAB-00208,Cabin Systems Component - Series X,Cabin Systems,Medium,2950,26,32,41,27.0,Low,71510,SUP-0026,2026-01-23,24.375,Warning,81.5,Medium,Asia-Pacific,China,CHN,40,1.1,44.0,Medium,27.0,0.0
PN-ENG-00209,Engine Component - Series B,Engine,Critical,62121,38,22,28,35.0,Medium,256311,SUP-0111,2025-12-22,51.81818181818182,Healthy,79.9,High,Asia-Pacific,South Korea,KOR,45,1.3,58.5,Medium,35.0,0.0
PN-AVI-00210,Avionics Component - Series X,Avionics,High,18878,28,20,26,10.0,Low,210465,SUP-0107,2025-11-07,42.0,Healthy,73.1,High,Asia-Pacific,Singapore,SGP,25,1.3,32.5,Medium,10.0,0.0
PN-HYD-00211,Hydraulics Component - Series C,Hydraulics,High,5484,21,16,20,69.0,High,175096,SUP-0040,2026-01-21,39.375,Healthy,69.2,High,Asia-Pacific,Japan,JPN,50,1.3,65.0,High,69.0,12081624.0
PN-LAN-00212,Landing Gear Component - Series A,Landing Gear,Critical,34028,37,30,39,53.0,Medium,270362,SUP-0111,2025-11-07,37.0,Warning,79.9,High,Asia-Pacific,South Korea,KOR,70,1.3,91.0,High,53.0,14329186.0
PN-ELE-00213,Electrical Component - Series A,Electrical,High,6600,29,19,24,48.0,Medium,143013,SUP-0144,2026-01-05,45.78947368421053,Healthy,74.3,High,Middle East,Turkey,TUR,35,1.3,45.5,Medium,48.0,0.0
PN-HYD-00214,Hydraulics Component - Series X,Hydraulics,High,9097,35,19,24,66.0,High,211429,SUP-0014,2025-12-01,55.26315789473684,Healthy,76.5,Medium,Europe,Italy,ITA,50,1.1,55.00000000000001,Medium,66.0,0.0
PN-CAB-00215,Cabin Systems Component - Series B,Cabin Systems,Medium,3568,37,28,36,55.0,Medium,131651,SUP-0040,2026-01-18,39.64285714285714,Healthy,69.2,High,Asia-Pacific,Japan,JPN,25,1.3,32.5,Medium,55.0,0.0
PN-LAN-00216,Landing Gear Component - Series C,Landing Gear,Critical,25933,41,24,31,77.0,High,187188,SUP-0030,2025-11-30,51.25,Healthy,94.4,Medium,Asia-Pacific,Thailand,THA,60,1.1,66.0,High,77.0,14413476.0
PN-CAB-00217,Cabin Systems Component - Series A,Cabin Systems,Medium,3232,41,21,27,41.0,Medium,114825,SUP-0069,2025-10-29,58.57142857142858,Healthy,99.0,Medium,Asia-Pacific,China,CHN,25,1.1,27.500000000000004,Low,41.0,0.0
PN-AVI-00218,Avionics Component - Series C,Avionics,High,10540,26,22,28,30.0,Low,132020,SUP-0090,2025-10-26,35.45454545454546,Warning,66.8,Medium,North America,USA,USA,50,1.1,55.00000000000001,Medium,30.0,0.0
PN-AVI-00219,Avionics Component - Series X,Avionics,High,11302,34,27,35,42.0,Medium,173132,SUP-0018,2025-11-13,37.77777777777778,Warning,90.5,Medium,Asia-Pacific,China,CHN,60,1.1,66.0,High,42.0,7271544.0
PN-ELE-00220,Electrical Component - Series B,Electrical,High,5678,30,19,24,8.0,Low,100489,SUP-0097,2025-12-18,47.36842105263158,Healthy,77.7,High,Asia-Pacific,Singapore,SGP,25,1.3,32.5,Medium,8.0,0.0
